-2.4417,-0.0687,0.1152
-2.8281,-0.2121,0.1612
-2.9452,-0.1631,0.0459
-2.8097,-0.0489,0.2144
-2.766,-0.0659,0.1127
-3.0315,-0.0324,0.3078
-3.0334,-0.0218,-0.1073
-2.8596,-0.07,0.097
-2.4188,-0.1309,0.1221
-2.7618,-0.2334,0.1546
-2.9302,-0.1137,0.4521
-2.6078,-0.0257,0.5078
-2.7416,0.0648,0.6168
-2.6339,-0.3047,0.5764
-2.6695,-0.265,0.7625
-2.6909,-0.0557,0.5425
-2.8166,-0.1762,0.7163
-2.8504,-0.1744,0.5951
-3.005,0.0091,0.6277
-2.8052,0.227,0.6417
-2.8541,0.1057,0.7699
-2.8222,0.3191,0.831
-2.8362,0.3426,0.754
-2.7572,0.2248,0.7775
-2.9176,-0.0099,0.9805
-3.1499,0.1276,1.099
-3.0932,0.3181,0.8535
-3.0512,0.2104,0.8352
-3.2587,0.2137,0.8969
-3.1125,0.2102,1.0545
-3.1002,0.0706,1.0786
-3.2169,0.3976,1.1024
-3.041,0.2209,0.907
-3.2175,0.2096,1.0018
-3.0478,0.1128,0.9872
-2.8159,-0.0039,1.0008
-2.7289,-0.0093,1.1994
-2.9269,0.0248,1.1136
-2.8599,0.1346,1.0608
-2.9287,0.4292,1.3124
-3.2056,0.1085,0.9135
-3.2675,-0.1342,0.9947
-3.3105,0.116,1.1865
-3.4051,-0.0086,1.0129
-3.3963,-0.0172,1.0515
-3.2576,-0.2085,1.085
-3.1448,0.2416,1.0916
-3.2176,0.0027,0.8371
-3.2476,0.2439,0.9813
-3.1432,0.0398,1.0008
-3.4263,0.1819,0.9871
-3.3867,0.1484,0.984
-3.3896,-0.0074,0.738
-3.549,-0.0279,0.7513
-3.3933,0.0253,0.814
-3.1276,0.1322,0.9588
-3.1918,-0.0351,1.2329
-2.9695,-0.0297,1.2483
-3.1029,0.1554,0.9361
-3.0932,0.2507,0.8746
-3.423,0.0413,1.145
-3.4728,0.1876,1.2583
-3.4246,0.2603,1.1698
-3.5146,0.1037,1.1647
-3.7211,0.0736,1.0495
-3.5835,0.4319,1.1513
-3.6661,0.3678,1.1113
-3.7053,0.1067,1.0334
-3.5303,0.1191,0.9635
-3.5823,-0.1265,0.9324
-3.5265,-0.4101,0.7528
-3.3957,-0.2679,0.5515
-3.2532,-0.0144,0.805
-3.0381,-0.157,0.9466
-3.177,-0.0932,0.6763
-2.956,0.0908,0.6513
-3.1107,-0.0288,0.677
-3.2375,-0.0438,0.7397
-3.3474,-0.1972,0.9717
-3.4977,-0.1616,0.8604
-3.6387,-0.2678,0.9234
-3.5046,-0.2547,0.7568
-3.4808,-0.2212,0.764
-3.8244,-0.1706,0.6822
-3.6364,-0.2026,1.0306
-3.7089,-0.2421,0.8619
-3.6188,-0.201,0.6325
-3.6559,-0.2059,1.0114
-3.8161,-0.0959,0.9514
-3.7415,-0.3053,1.1804
-3.6236,-0.1507,1.3983
-3.7341,-0.1921,1.0633
-3.6277,-0.5333,1.169
-3.6207,-0.2663,0.8718
-3.7725,-0.4797,1.0324
-3.8208,-0.4409,1.2268
-3.7728,-0.3876,1.005
-3.7785,-0.4219,0.8765
-3.8111,-0.4716,0.9517
-3.5222,-0.312,1.0231
-3.6808,-0.3476,1.2336
-3.429,-0.4932,1.0838
-3.3778,-0.6385,0.9434
-3.5583,-0.6623,1.1949
-3.8021,-0.4906,1.1546
-3.6524,-0.5259,1.0855
-3.5415,-0.7195,1.2355
-3.1517,-0.74,1.2902
-3.2939,-0.5617,1.3209
-3.3026,-0.7943,0.8995
-3.41,-0.5883,1.0672
-3.1005,-0.6125,1.0864
-3.1324,-0.5943,1.2285
-2.9932,-0.4764,1.2755
-2.9584,-0.8019,1.2602
-2.9952,-0.9856,1.456
-2.9609,-0.7596,1.3862
-2.9221,-0.5136,1.3528
-2.95,-0.7877,1.197
-3.01,-1.0695,1.1731
-2.6509,-0.9456,1.8279
-2.5338,-0.6219,1.5435
-2.4502,-0.7368,1.6484
-2.5588,-0.514,1.35
-2.2531,-0.7843,1.4153
-2.279,-0.6079,1.5987
-2.4368,-0.6026,1.4209
-2.6675,-0.858,1.844
-2.7431,-0.722,1.6257
-2.6618,-0.9504,1.5644
-2.8853,-1.1047,1.4882
-2.836,-0.9674,1.4513
-2.912,-0.8161,1.4471
-3.2808,-0.8045,1.381
-3.1035,-1.0706,1.2958
-3.1672,-0.8176,1.5469
-3.3196,-0.9947,1.5129
-3.199,-0.7794,1.8549
-3.0686,-0.6657,1.7715
-3.0555,-0.7306,1.71
-3.226,-0.8567,1.7369
-3.2459,-0.932,1.9503
-3.3814,-0.7769,1.8607
-3.4473,-0.6254,1.8651
-3.2198,-0.7959,1.7872
-3.154,-0.5307,1.8731
-3.0143,-0.8691,2.1487
-2.5939,-0.6859,2.4129
-2.7589,-0.9096,2.2888
-2.8917,-0.7439,2.3231
-2.7661,-0.5094,2.2647
-2.9342,-0.3505,2.3976
-2.7881,-0.575,2.4983
-2.8622,-0.7639,2.2138
-2.9066,-0.4427,2.013
-3.031,-0.5716,2.1701
-2.977,-0.5027,2.3447
-2.7365,-0.4135,2.3601
-2.8334,-0.3557,2.2864
-2.7347,-0.404,2.1804
-2.5337,-0.6294,2.335
-2.5674,-0.5176,2.4787
-2.4975,-0.7946,2.4035
-2.6939,-0.4622,2.6018
-2.5726,-0.406,2.3102
-2.7438,-0.5289,2.3046
-2.6227,-0.4489,2.3692
-2.9025,-0.5559,2.4852
-2.7458,-0.4559,2.4958
-2.6303,-0.5892,2.2646
-2.8631,-0.4232,2.2631
-2.995,-0.4621,2.3562
-2.8535,-0.4366,2.3889
-2.9771,-0.4154,2.3743
-3.3555,-0.7804,2.5596
-3.3406,-0.6544,2.5137
-3.4717,-0.5926,2.2692
-3.4659,-0.5841,2.0977
-3.2475,-0.6902,2.0076
-2.9189,-0.8732,2.1122
-3.1691,-0.7748,2.0682
-3.3647,-0.6443,2.0223
-3.2798,-0.719,1.9949
-3.1247,-0.7771,2.0881
-3.2425,-0.8032,1.9601
-3.4813,-0.7919,1.9741
-3.1804,-0.9625,1.8774
-3.0019,-0.9125,1.9858
-2.8048,-0.8492,1.9749
-3.004,-0.8257,2.0521
-2.9536,-1.0283,1.9949
-2.8987,-0.8056,2.0922
-2.9242,-0.7899,2.2957
-3.0536,-0.8602,2.5478
-3.0362,-0.922,2.2981
-3.2576,-0.8261,2.2302
-2.9906,-0.7275,2.1551
-2.8477,-0.8657,2.0234
-2.9659,-0.6756,2.0362
-2.8241,-0.6926,2.1269
-2.9036,-0.9977,2.0363
-2.829,-0.9152,2.173
-2.6524,-0.6891,1.921
-2.6805,-0.514,1.9308
-2.7117,-0.3598,1.6928
-2.682,-0.7077,1.429
-2.6678,-0.5115,1.1915
-2.4412,-0.3991,1.5241
-2.3568,-0.4844,1.5011
-2.4201,-0.2998,1.6571
-2.5337,-0.3033,1.7291
-2.4332,-0.4358,1.7131
