-0.1284,0.0047,1.0291
-0.1297,-0.002,1.0368
-0.1251,0.0109,1.0327
-0.1164,-0.0005,1.0293
-0.1263,0.0068,1.0446
-0.13,0.0031,1.0312
-0.1215,0.0102,1.0367
-0.1292,0.0134,1.0376
-0.1145,0.0041,1.0318
-0.1214,0.0009,1.0312
-0.1259,-0.0036,1.0399
-0.1283,0.009,1.0368
-0.1318,0.0035,1.0352
-0.1224,0.0054,1.0365
-0.1197,0.0119,1.0375
-0.1235,0.0067,1.0349
-0.1268,0.0041,1.0421
-0.1199,0.0077,1.0434
-0.1235,-0.0005,1.0329
-0.1325,0.0087,1.0363
-0.1156,-0.0067,1.0306
-0.1176,0.0062,1.0368
-0.1254,0.0037,1.044
-0.1206,0.0117,1.0386
-0.1132,0.0082,1.0369
-0.1265,0.0145,1.0439
-0.1266,0.0024,1.0288
-0.128,0.0041,1.0417
-0.1168,-0.0044,1.0431
-0.1209,0.006,1.039
-0.1258,-0.0007,1.0404
-0.1294,0.0076,1.0355
-0.1276,0.0052,1.0295
-0.1114,-0.0059,1.0438
-0.1226,0.0009,1.0355
-0.1203,0.0025,1.0365
-0.1222,0.0058,1.029
-0.1214,0.0092,1.031
-0.1268,0.0031,1.0365
-0.1324,-0.0042,1.0296
-0.1287,-0.0009,1.0383
-0.1222,-0.0058,1.0396
-0.1237,0.0051,1.0393
-0.1242,-0.001,1.0445
-0.1171,0.0078,1.032
-0.1166,0.0069,1.0383
-0.1135,0.0106,1.0351
-0.1212,0.003,1.024
-0.1256,-0.0012,1.0371
-0.1226,0.0028,1.0375
-0.1195,0.0033,1.0294
-0.1219,0.0014,1.0378
-0.119,-0.0031,1.028
-0.1266,-0.0099,1.0391
-0.1278,0.0037,1.0318
-0.1212,-0.0028,1.0269
-0.1324,0.0035,1.0298
-0.1291,0.0099,1.0343
-0.119,0.006,1.0285
-0.1198,0.0018,1.0394
-0.1215,0.0004,1.0197
-0.116,0.0079,1.0327
-0.1268,0.0045,1.0315
-0.1242,-0.0033,1.0403
-0.1316,0.0002,1.0338
-0.1277,0.0058,1.0414
-0.1156,-0.0008,1.038
-0.1252,0.002,1.0366
-0.1092,-0.0007,1.0446
-0.1179,-0.0022,1.0409
-0.1234,0.001,1.0419
-0.1156,0.0012,1.0327
-0.1252,0.0006,1.0323
-0.1252,-0.0066,1.0336
-0.1244,-0.0075,1.0337
-0.1184,0.0037,1.0344
-0.1225,0.0042,1.0329
-0.1243,0.0001,1.0427
-0.1251,0.0015,1.0373
-0.1216,0.0097,1.0476
-0.1288,-0.0077,1.0351
-0.1304,0.0053,1.0375
-0.1338,-0.0037,1.0353
-0.1225,0.003,1.0332
-0.1318,-0.002,1.0425
-0.1243,0.0118,1.0516
-0.1296,0.0021,1.0354
-0.1197,0.0114,1.0303
-0.1254,-0.0017,1.0402
-0.1244,0.0099,1.0268
-0.116,0.0041,1.042
-0.1139,0.0045,1.0367
-0.1269,0.0071,1.0357
-0.1284,-0.0008,1.0309
-0.1241,0.0148,1.0342
-0.1247,-0.0104,1.0346
-0.1319,0.0049,1.0391
-0.1238,0.0074,1.0379
-0.1312,0.0009,1.0286
-0.1318,0.0082,1.0344
-0.1203,0.006,1.0276
-0.1259,0.0072,1.0335
-0.118,-0.0029,1.0385
-0.1301,0.0036,1.0368
-0.1277,-0.0041,1.0372
-0.1177,-0.0004,1.0355
-0.1184,-0.0008,1.0428
-0.1265,0.0053,1.0349
-0.1226,-0.0023,1.0426
-0.1208,0.0057,1.0416
-0.1261,0.0042,1.0327
-0.1202,-0.0087,1.0343
-0.1254,0.0011,1.0352
-0.1283,-0.0026,1.0411
-0.1232,0.0044,1.0347
-0.1193,0.0046,1.0307
-0.1267,0.0084,1.0375
-0.1241,0.0013,1.0246
-0.1216,0.0119,1.0241
-0.119,0.0143,1.0438
-0.1251,0.0006,1.0395
-0.1223,0.0149,1.0383
-0.1262,0.0108,1.0382
-0.1217,-0.0022,1.0428
-0.123,0.0043,1.0427
-0.1198,0.0083,1.035
-0.1229,0.0084,1.0452
-0.1222,0.0043,1.0312
-0.1281,0.0051,1.0354
-0.1236,-0.0009,1.0388
-0.128,0.0081,1.0378
-0.1276,0.016,1.0413
-0.1304,-0.0008,1.0247
-0.1302,0.0048,1.0337
-0.1266,0.0105,1.0298
-0.1268,0.0034,1.0342
-0.1228,-0.0022,1.0351
-0.1281,0.0074,1.0359
-0.1281,-0.0002,1.0316
-0.1236,0.0045,1.0307
-0.1207,0.0151,1.0388
-0.1261,0.0088,1.0436
-0.1195,-0.0036,1.0378
-0.1269,-0.0009,1.0334
-0.1269,0.0032,1.0318
-0.1196,-0.0007,1.0437
-0.1245,-0.0056,1.0429
-0.1277,-0.0033,1.0505
-0.121,0.0115,1.0336
-0.1269,0.0062,1.0415
-0.1193,0.0089,1.0306
-0.1285,-0.0019,1.0354
-0.1378,0.0095,1.0328
-0.1253,0.0054,1.0369
-0.1272,-0.0012,1.0411
-0.1215,-0.0021,1.0332
-0.123,0.0146,1.039
-0.1189,0.0098,1.039
-0.1181,-0.0044,1.0469
-0.1258,0.0072,1.0356
-0.1269,0.0059,1.045
-0.1249,0.0065,1.0413
-0.1234,0.0054,1.0409
-0.1353,-0.0041,1.0374
-0.1282,-0.002,1.0319
-0.1245,0.0028,1.0397
-0.1272,0.006,1.0315
-0.1208,-0.0023,1.0379
-0.1247,0.0076,1.0334
-0.1288,0.0051,1.0356
-0.1214,0.0048,1.0335
-0.1233,0.0079,1.0341
-0.1204,0.0097,1.0344
-0.1227,0.0015,1.0267
-0.1216,0.0034,1.0373
-0.1292,-0.0002,1.0412
-0.1314,-0.005,1.0314
-0.1204,0.0079,1.0346
-0.129,0.0006,1.0468
-0.1207,0.0102,1.0424
-0.1273,-0.0019,1.0377
-0.1192,-0.0028,1.0378
-0.1231,0.002,1.0284
-0.1152,-0.0023,1.0383
-0.1217,0.0071,1.0301
-0.1183,0.0009,1.0329
-0.1278,0.0053,1.0391
-0.1225,0.0072,1.0349
-0.1208,0.0084,1.0427
-0.1206,0.0104,1.0331
-0.1335,0.0095,1.0356
-0.1164,0.0054,1.0359
-0.1217,0.0011,1.0316
-0.1295,-0.0009,1.0292
-0.1164,0.0075,1.0377
-0.1199,-0.0013,1.0346
-0.1285,-0.006,1.0317
-0.1252,0.0028,1.0517
-0.1221,0.0047,1.0314
-0.1134,0.0006,1.036
-0.1146,0.0074,1.035
-0.1217,0.0013,1.0311
-0.133,0.005,1.036
-0.1126,0.0054,1.0313
-0.1137,-0.0039,1.0406
-0.1277,0.0094,1.0421
